"real name",2,"real","name"
"real simpl",2,"real","simpl"
"real stori",2,"real","stori"
"real talk",2,"real","talk"
"real treat",2,"real","treat"
"realiti televis",2,"realiti","televis"
"realiti tv",2,"realiti","tv"
"realiz get",2,"realiz","get"
"realiz just",2,"realiz","just"
"realli amaz",2,"realli","amaz"
"realli appreci",2,"realli","appreci"
"realli becom",2,"realli","becom"
"realli believ",2,"realli","believ"
"realli busi",2,"realli","busi"
"realli close",2,"realli","close"
"realli couldnt",2,"realli","couldnt"
"realli cousin",2,"realli","cousin"
"realli describ",2,"realli","describ"
"realli fun",2,"realli","fun"
"realli give",2,"realli","give"
"realli happi",2,"realli","happi"
"realli hot",2,"realli","hot"
"realli im",2,"realli","im"
"realli isnt",2,"realli","isnt"
"realli move",2,"realli","move"
"realli nice",2,"realli","nice"
"realli piss",2,"realli","piss"
"realli pleas",2,"realli","pleas"
"realli reson",2,"realli","reson"
"realli stay",2,"realli","stay"
"realli take",2,"realli","take"
"realli tast",2,"realli","tast"
"realli theyr",2,"realli","theyr"
"realli think",2,"realli","think"
"realli thought",2,"realli","thought"
"realli tire",2,"realli","tire"
"realli touch",2,"realli","touch"
"realli tri",2,"realli","tri"
"realli understand",2,"realli","understand"
"realli worri",2,"realli","worri"
"reap million",2,"reap","million"
"rearrang furnitur",2,"rearrang","furnitur"
"reason award",2,"reason","award"
"reason decent",2,"reason","decent"
"reason enough",2,"reason","enough"
"reason goal",2,"reason","goal"
"reason im",2,"reason","im"
"reason lie",2,"reason","lie"
"reason start",2,"reason","start"
"reason took",2,"reason","took"
"reason ur",2,"reason","ur"
"recapitalis bank",2,"recapitalis","bank"
"receiv cash",2,"receiv","cash"
"receiv copi",2,"receiv","copi"
"receiv letter",2,"receiv","letter"
"receiv million",2,"receiv","million"
"receiv need",2,"receiv","need"
"receiv report",2,"receiv","report"
"receiv two",2,"receiv","two"
"receiv widespread",2,"receiv","widespread"
"recent case",2,"recent","case"
"recent convers",2,"recent","convers"
"recent cover",2,"recent","cover"
"recent poll",2,"recent","poll"
"recent read",2,"recent","read"
"recent trip",2,"recent","trip"
"recent wrote",2,"recent","wrote"
"recip call",2,"recip","call"
"recip passion",2,"recip","passion"
"recip recip",2,"recip","recip"
"recip rt",2,"recip","rt"
"recip will",2,"recip","will"
"recommend book",2,"recommend","book"
"recommend visit",2,"recommend","visit"
"record album",2,"record","album"
"record dream",2,"record","dream"
"record gold",2,"record","gold"
"record label",2,"record","label"
"record peopl",2,"record","peopl"
"record perform",2,"record","perform"
"record profit",2,"record","profit"
"record said",2,"record","said"
"record show",2,"record","show"
"record will",2,"record","will"
"record work",2,"record","work"
"red blue",2,"red","blue"
"red capsicum",2,"red","capsicum"
"red dress",2,"red","dress"
"red hair",2,"red","hair"
"red herring",2,"red","herring"
"red letter",2,"red","letter"
"red new",2,"red","new"
"red pepper",2,"red","pepper"
"red spring",2,"red","spring"
"red wing",2,"red","wing"
"reduc amount",2,"reduc","amount"
"reduc heat",2,"reduc","heat"
"reeder said",2,"reeder","said"
"reelect said",2,"reelect","said"
"reflect back",2,"reflect","back"
"reflect take",2,"reflect","take"
"reform law",2,"reform","law"
"reform will",2,"reform","will"
"refriger least",2,"refriger","least"
"refriger week",2,"refriger","week"
"refus muslim",2,"refus","muslim"
"regard one",2,"regard","one"
"region championship",2,"region","championship"
"region govern",2,"region","govern"
"region local",2,"region","local"
"region park",2,"region","park"
"regist nurs",2,"regist","nurs"
"regul said",2,"regul","said"
"relat issu",2,"relat","issu"
"relat late",2,"relat","late"
"relat term",2,"relat","term"
"relationship god",2,"relationship","god"
"relax day",2,"relax","day"
"relax much",2,"relax","much"
"releas album",2,"releas","album"
"releas anyth",2,"releas","anyth"
"releas date",2,"releas","date"
"releas day",2,"releas","day"
"releas energi",2,"releas","energi"
"releas first",2,"releas","first"
"releas today",2,"releas","today"
"relev life",2,"relev","life"
"relief effort",2,"relief","effort"
"reliev pressur",2,"reliev","pressur"
"rem sleep",2,"rem","sleep"
"remain open",2,"remain","open"
"remain outstand",2,"remain","outstand"
"remain strong",2,"remain","strong"
"remain teaspoon",2,"remain","teaspoon"
"rememb good",2,"rememb","good"
"rememb last",2,"rememb","last"
"rememb like",2,"rememb","like"
"rememb said",2,"rememb","said"
"rememb think",2,"rememb","think"
"remind great",2,"remind","great"
"remind strong",2,"remind","strong"
"reminisc ancient",2,"reminisc","ancient"
"remov chicken",2,"remov","chicken"
"remov stem",2,"remov","stem"
"renew energi",2,"renew","energi"
"rent apart",2,"rent","apart"
"reorgan plan",2,"reorgan","plan"
"rep marcia",2,"rep","marcia"
"repair shop",2,"repair","shop"
"report abus",2,"report","abus"
"report earlier",2,"report","earlier"
"report gave",2,"report","gave"
"report good",2,"report","good"
"report hous",2,"report","hous"
"report look",2,"report","look"
"report miss",2,"report","miss"
"report net",2,"report","net"
"report new",2,"report","new"
"report publish",2,"report","publish"
"report releas",2,"report","releas"
"report say",2,"report","say"
"report second",2,"report","second"
"report show",2,"report","show"
"report suggest",2,"report","suggest"
"report us",2,"report","us"
"republican advoc",2,"republican","advoc"
"republican candid",2,"republican","candid"
"republican challeng",2,"republican","challeng"
"republican congress",2,"republican","congress"
"republican elect",2,"republican","elect"
"republican gov",2,"republican","gov"
"republican leader",2,"republican","leader"
"republican parti",2,"republican","parti"
"republican presid",2,"republican","presid"
"republican primari",2,"republican","primari"
"republican state",2,"republican","state"
"reput place",2,"reput","place"
"requir oper",2,"requir","oper"
"requir quit",2,"requir","quit"
"research council",2,"research","council"
"research institut",2,"research","institut"
"reserv univers",2,"reserv","univers"
"resid dont",2,"resid","dont"
"resid evil",2,"resid","evil"
"resist train",2,"resist","train"
"resolut go",2,"resolut","go"
"resourc avail",2,"resourc","avail"
"resourc can",2,"resourc","can"
"respect time",2,"respect","time"
"respond emerg",2,"respond","emerg"
"respond now",2,"respond","now"
"respons critic",2,"respons","critic"
"respons fall",2,"respons","fall"
"respons last",2,"respons","last"
"respons least",2,"respons","least"
"respons use",2,"respons","use"
"rest india",2,"rest","india"
"rest night",2,"rest","night"
"rest seri",2,"rest","seri"
"rest week",2,"rest","week"
"rest will",2,"rest","will"
"restaur north",2,"restaur","north"
"restaur recommend",2,"restaur","recommend"
"restaur shop",2,"restaur","shop"
"restor origin",2,"restor","origin"
"result come",2,"result","come"
"result discoveri",2,"result","discoveri"
"result im",2,"result","im"
"result loss",2,"result","loss"
"retir daughter",2,"retir","daughter"
"retir employe",2,"retir","employe"
"return often",2,"return","often"
"return percent",2,"return","percent"
"return servic",2,"return","servic"
"return us",2,"return","us"
"retweet tweet",2,"retweet","tweet"
"reunit father",2,"reunit","father"
"reveal game",2,"reveal","game"
"revenu said",2,"revenu","said"
"review love",2,"review","love"
"revolt morsel",2,"revolt","morsel"
"rex ryan",2,"rex","ryan"
"rhetor question",2,"rhetor","question"
"rhonda gage",2,"rhonda","gage"
"rhys girl",2,"rhys","girl"
"rib eye",2,"rib","eye"
"rib still",2,"rib","still"
"rice pud",2,"rice","pud"
"rich round",2,"rich","round"
"richard score",2,"richard","score"
"ride away",2,"ride","away"
"ride bike",2,"ride","bike"
"ride get",2,"ride","get"
"ride hors",2,"ride","hors"
"ride new",2,"ride","new"
"ridicul human",2,"ridicul","human"
"ridicul said",2,"ridicul","said"
"ridin round",2,"ridin","round"
"right amount",2,"right","amount"
"right away",2,"right","away"
"right behind",2,"right","behind"
"right christma",2,"right","christma"
"right cloth",2,"right","cloth"
"right cours",2,"right","cours"
"right desir",2,"right","desir"
"right direct",2,"right","direct"
"right field",2,"right","field"
"right foot",2,"right","foot"
"right front",2,"right","front"
"right get",2,"right","get"
"right im",2,"right","im"
"right knee",2,"right","knee"
"right left",2,"right","left"
"right like",2,"right","like"
"right moment",2,"right","moment"
"right soon",2,"right","soon"
"right stand",2,"right","stand"
"right thought",2,"right","thought"
"right track",2,"right","track"
"right use",2,"right","use"
"right wrong",2,"right","wrong"
"riley said",2,"riley","said"
"rip stick",2,"rip","stick"
"rise challeng",2,"rise","challeng"
"rise consum",2,"rise","consum"
"rise cost",2,"rise","cost"
"rise fall",2,"rise","fall"
"rise form",2,"rise","form"
"rise nation",2,"rise","nation"
"risk cancer",2,"risk","cancer"
"risk factor",2,"risk","factor"
"risk heart",2,"risk","heart"
"risk manag",2,"risk","manag"
"river parkway",2,"river","parkway"
"rm million",2,"rm","million"
"road block",2,"road","block"
"road rant",2,"road","rant"
"road red",2,"road","red"
"roast beef",2,"roast","beef"
"roast potato",2,"roast","potato"
"roast squash",2,"roast","squash"
"rob manfr",2,"rob","manfr"
"robbin said",2,"robbin","said"
"rochest hill",2,"rochest","hill"
"rock act",2,"rock","act"
"rock band",2,"rock","band"
"rock chair",2,"rock","chair"
"rock just",2,"rock","just"
"rock need",2,"rock","need"
"rock roll",2,"rock","roll"
"rock star",2,"rock","star"
"rod blagojevich",2,"rod","blagojevich"
"rodeo drive",2,"rodeo","drive"
"roger said",2,"roger","said"
"role can",2,"role","can"
"role women",2,"role","women"
"roll around",2,"roll","around"
"roll bed",2,"roll","bed"
"roll one",2,"roll","one"
"roll panic",2,"roll","panic"
"roll stone",2,"roll","stone"
"roller skate",2,"roller","skate"
"romney former",2,"romney","former"
"romney support",2,"romney","support"
"ron paul",2,"ron","paul"
"ronald reagan",2,"ronald","reagan"
"room bit",2,"room","bit"
"room can",2,"room","can"
"room except",2,"room","except"
"room full",2,"room","full"
"room good",2,"room","good"
"room hall",2,"room","hall"
"room includ",2,"room","includ"
"room monday",2,"room","monday"
"room open",2,"room","open"
"room set",2,"room","set"
"room tabl",2,"room","tabl"
"room time",2,"room","time"
"root cut",2,"root","cut"
"root yesterday",2,"root","yesterday"
"rose almost",2,"rose","almost"
"rose bowl",2,"rose","bowl"
"rose feet",2,"rose","feet"
"rose quarter",2,"rose","quarter"
"rough percent",2,"rough","percent"
"round pick",2,"round","pick"
"round playoff",2,"round","playoff"
"round tabl",2,"round","tabl"
"round trip",2,"round","trip"
"rous compani",2,"rous","compani"
"rout rout",2,"rout","rout"
"routin review",2,"routin","review"
"routin stick",2,"routin","stick"
"rowan univers",2,"rowan","univers"
"royal famili",2,"royal","famili"
"rt can",2,"rt","can"
"rt follow",2,"rt","follow"
"rt happen",2,"rt","happen"
"rt let",2,"rt","let"
"rt never",2,"rt","never"
"rt now",2,"rt","now"
"rt one",2,"rt","one"
"rt rt",2,"rt","rt"
"rt s",2,"rt","s"
"rt that",2,"rt","that"
"rt u",2,"rt","u"
"rt will",2,"rt","will"
"rubber stamp",2,"rubber","stamp"
"rudi fernandez",2,"rudi","fernandez"
"rule chang",2,"rule","chang"
"rule law",2,"rule","law"
"rule like",2,"rule","like"
"rule restrict",2,"rule","restrict"
"rule said",2,"rule","said"
"run big",2,"run","big"
"run errand",2,"run","errand"
"run first",2,"run","first"
"run five",2,"run","five"
"run game",2,"run","game"
"run jump",2,"run","jump"
"run justin",2,"run","justin"
"run long",2,"run","long"
"run mayor",2,"run","mayor"
"run meter",2,"run","meter"
"run never",2,"run","never"
"run outsid",2,"run","outsid"
"run shoe",2,"run","shoe"
"run store",2,"run","store"
"run summer",2,"run","summer"
"run team",2,"run","team"
"run time",2,"run","time"
"run wait",2,"run","wait"
"run walk",2,"run","walk"
"run will",2,"run","will"
"run yes",2,"run","yes"
"runaway runaway",2,"runaway","runaway"
"runner base",2,"runner","base"
"runner score",2,"runner","score"
"runtex hire",2,"runtex","hire"
"russo testimoni",2,"russo","testimoni"
"rutger univers",2,"rutger","univers"
"rwandan canon",2,"rwandan","canon"
"ryan callahan",2,"ryan","callahan"
"ryan plan",2,"ryan","plan"
"rye whiskey",2,"rye","whiskey"
"s beyond",2,"s","beyond"
"s earli",2,"s","earli"
"sacr natur",2,"sacr","natur"
"sacramento king",2,"sacramento","king"
"sacrific fli",2,"sacrific","fli"
"sad hard",2,"sad","hard"
"sad hear",2,"sad","hear"
"sad know",2,"sad","know"
"sad time",2,"sad","time"
"saddam hussein",2,"saddam","hussein"
"safe bowlcook",2,"safe","bowlcook"
"safe happi",2,"safe","happi"
"safeti cours",2,"safeti","cours"
"said agenc",2,"said","agenc"
"said agre",2,"said","agre"
"said air",2,"said","air"
"said although",2,"said","although"
"said american",2,"said","american"
"said anderson",2,"said","anderson"
"said appear",2,"said","appear"
"said ask",2,"said","ask"
"said base",2,"said","base"
"said best",2,"said","best"
"said big",2,"said","big"
"said biggest",2,"said","biggest"
"said board",2,"said","board"
"said bruce",2,"said","bruce"
"said busi",2,"said","busi"
"said buy",2,"said","buy"
"said came",2,"said","came"
"said case",2,"said","case"
"said charl",2,"said","charl"
"said child",2,"said","child"
"said concern",2,"said","concern"
"said contract",2,"said","contract"
"said decid",2,"said","decid"
"said definit",2,"said","definit"
"said disappoint",2,"said","disappoint"
"said done",2,"said","done"
"said earlier",2,"said","earlier"
"said effort",2,"said","effort"
"said even",2,"said","even"
"said event",2,"said","event"
"said everybodi",2,"said","everybodi"
"said fabric",2,"said","fabric"
"said father",2,"said","father"
"said final",2,"said","final"
"said fun",2,"said","fun"
"said goal",2,"said","goal"
"said govern",2,"said","govern"
"said governor",2,"said","governor"
"said group",2,"said","group"
"said hadnt",2,"said","hadnt"
"said heart",2,"said","heart"
"said hello",2,"said","hello"
"said hi",2,"said","hi"
"said hit",2,"said","hit"
"said home",2,"said","home"
"said hous",2,"said","hous"
"said houston",2,"said","houston"
"said ill",2,"said","ill"
"said includ",2,"said","includ"
"said increas",2,"said","increas"
"said job",2,"said","job"
"said join",2,"said","join"
"said kevin",2,"said","kevin"
"said kind",2,"said","kind"
"said know",2,"said","know"
"said lawsuit",2,"said","lawsuit"
"said left",2,"said","left"
"said less",2,"said","less"
"said line",2,"said","line"
"said littl",2,"said","littl"
"said live",2,"said","live"
"said matter",2,"said","matter"
"said michael",2,"said","michael"
"said miss",2,"said","miss"
"said nanci",2,"said","nanci"
"said next",2,"said","next"
"said north",2,"said","north"
"said now",2,"said","now"
"said oh",2,"said","oh"
"said order",2,"said","order"
"said organ",2,"said","organ"
"said patrick",2,"said","patrick"
"said paul",2,"said","paul"
"said plan",2,"said","plan"
"said player",2,"said","player"
"said polic",2,"said","polic"
"said poll",2,"said","poll"
"said possibl",2,"said","possibl"
"said press",2,"said","press"
"said pretti",2,"said","pretti"
"said pronounc",2,"said","pronounc"
"said put",2,"said","put"
"said question",2,"said","question"
"said read",2,"said","read"
"said reason",2,"said","reason"
"said receiv",2,"said","receiv"
"said recent",2,"said","recent"
"said releas",2,"said","releas"
"said remain",2,"said","remain"
"said russian",2,"said","russian"
"said saturday",2,"said","saturday"
"said saw",2,"said","saw"
"said say",2,"said","say"
"said see",2,"said","see"
"said seen",2,"said","seen"
"said sell",2,"said","sell"
"said set",2,"said","set"
"said shed",2,"said","shed"
"said sit",2,"said","sit"
"said smith",2,"said","smith"
"said sometim",2,"said","sometim"
"said still",2,"said","still"
"said sure",2,"said","sure"
"said terribl",2,"said","terribl"
"said three",2,"said","three"
"said told",2,"said","told"
"said train",2,"said","train"
"said us",2,"said","us"
"said usual",2,"said","usual"
"said walk",2,"said","walk"
"said way",2,"said","way"
"said well",2,"said","well"
"said white",2,"said","white"
"said william",2,"said","william"
"said win",2,"said","win"
"said wonder",2,"said","wonder"
"said world",2,"said","world"
"said yes",2,"said","yes"
"saint loui",2,"saint","loui"
"salad greek",2,"salad","greek"
"salari cap",2,"salari","cap"
"sale assist",2,"sale","assist"
"sale great",2,"sale","great"
"sale last",2,"sale","last"
"sale one",2,"sale","one"
"sale st",2,"sale","st"
"sale tax",2,"sale","tax"
"sale team",2,"sale","team"
"salem polic",2,"salem","polic"
"samesex union",2,"samesex","union"
"san remo",2,"san","remo"
"sand paint",2,"sand","paint"
"sanduski said",2,"sanduski","said"
"santa clara",2,"santa","clara"
"sarah palin",2,"sarah","palin"
"sat silent",2,"sat","silent"
"satin ribbon",2,"satin","ribbon"
"saturday afternoon",2,"saturday","afternoon"
"saturday even",2,"saturday","even"
"saturday get",2,"saturday","get"
"saturday may",2,"saturday","may"
"save best",2,"save","best"
"save day",2,"save","day"
"save fact",2,"save","fact"
"save grace",2,"save","grace"
"save univers",2,"save","univers"
"saw babi",2,"saw","babi"
"saw chris",2,"saw","chris"
"saw differ",2,"saw","differ"
"saw littl",2,"saw","littl"
"saw noth",2,"saw","noth"
"saw one",2,"saw","one"
"saw polic",2,"saw","polic"
"saw tweet",2,"saw","tweet"
"say admit",2,"say","admit"
"say also",2,"say","also"
"say alway",2,"say","alway"
"say appl",2,"say","appl"
"say ask",2,"say","ask"
"say attack",2,"say","attack"
"say author",2,"say","author"
"say believ",2,"say","believ"
"say billion",2,"say","billion"
"say citi",2,"say","citi"
"say didnt",2,"say","didnt"
"say doesnt",2,"say","doesnt"
"say done",2,"say","done"
"say el",2,"say","el"
"say enough",2,"say","enough"
"say everi",2,"say","everi"
"say fall",2,"say","fall"
"say feel",2,"say","feel"
"say first",2,"say","first"
"say get",2,"say","get"
"say googl",2,"say","googl"
"say got",2,"say","got"
"say guy",2,"say","guy"
"say home",2,"say","home"
"say howev",2,"say","howev"
"say hypothet",2,"say","hypothet"
"say isnt",2,"say","isnt"
"say last",2,"say","last"
"say least",2,"say","least"
"say like",2,"say","like"
"say lol",2,"say","lol"
"say long",2,"say","long"
"say lot",2,"say","lot"
"say man",2,"say","man"
"say meet",2,"say","meet"
"say might",2,"say","might"
"say noth",2,"say","noth"
"say old",2,"say","old"
"say overwhelm",2,"say","overwhelm"
"say person",2,"say","person"
"say plan",2,"say","plan"
"say pleas",2,"say","pleas"
"say prayer",2,"say","prayer"
"say presid",2,"say","presid"
"say quit",2,"say","quit"
"say safe",2,"say","safe"
"say saw",2,"say","saw"
"say say",2,"say","say"
"say see",2,"say","see"
"say shouldnt",2,"say","shouldnt"
"say singl",2,"say","singl"
"say soon",2,"say","soon"
"say tell",2,"say","tell"
"say theyr",2,"say","theyr"
"say u",2,"say","u"
"say use",2,"say","use"
"say wait",2,"say","wait"
"say without",2,"say","without"
"say wont",2,"say","wont"
"say world",2,"say","world"
"say wrong",2,"say","wrong"
"say your",2,"say","your"
"scari movi",2,"scari","movi"
"scene grow",2,"scene","grow"
"scene just",2,"scene","just"
"scene least",2,"scene","least"
"schedul begin",2,"schedul","begin"
"schedul confer",2,"schedul","confer"
"schedul open",2,"schedul","open"
"schedul start",2,"schedul","start"
"schedul wednesday",2,"schedul","wednesday"
"scheme thing",2,"scheme","thing"
"school across",2,"school","across"
"school athlet",2,"school","athlet"
"school cant",2,"school","cant"
"school championship",2,"school","championship"
"school disciplin",2,"school","disciplin"
"school divis",2,"school","divis"
"school educ",2,"school","educ"
"school end",2,"school","end"
"school equip",2,"school","equip"
"school get",2,"school","get"
"school girl",2,"school","girl"
"school histori",2,"school","histori"
"school im",2,"school","im"
"school new",2,"school","new"
"school offer",2,"school","offer"
"school offici",2,"school","offici"
"school place",2,"school","place"
"school public",2,"school","public"
"school quit",2,"school","quit"
"school rememb",2,"school","rememb"
"school run",2,"school","run"
"school school",2,"school","school"
"school senior",2,"school","senior"
"school set",2,"school","set"
"school teacher",2,"school","teacher"
"school time",2,"school","time"
"school today",2,"school","today"
"school tomorrow",2,"school","tomorrow"
"school two",2,"school","two"
"school work",2,"school","work"
"scienc fair",2,"scienc","fair"
"score doesnt",2,"score","doesnt"
"score five",2,"score","five"
"score four",2,"score","four"
"score posit",2,"score","posit"
"scott gomez",2,"scott","gomez"
"scott said",2,"scott","said"
"scott state",2,"scott","state"
"scrapbook page",2,"scrapbook","page"
"scratch head",2,"scratch","head"
"screen test",2,"screen","test"
"scuba dive",2,"scuba","dive"
"sd run",2,"sd","run"
"sdge led",2,"sdge","led"
"search internet",2,"search","internet"
"season adjust",2,"season","adjust"
"season begin",2,"season","begin"
"season bring",2,"season","bring"
"season final",2,"season","final"
"season first",2,"season","first"
"season follow",2,"season","follow"
"season give",2,"season","give"
"season good",2,"season","good"
"season got",2,"season","got"
"season hit",2,"season","hit"
"season im",2,"season","im"
"season interest",2,"season","interest"
"season light",2,"season","light"
"season like",2,"season","like"
"season long",2,"season","long"
"season look",2,"season","look"
"season play",2,"season","play"
"season run",2,"season","run"
"season second",2,"season","second"
"season tackl",2,"season","tackl"
"season yet",2,"season","yet"
"seat now",2,"seat","now"
"seat posit",2,"seat","posit"
"second act",2,"second","act"
"second attempt",2,"second","attempt"
"second book",2,"second","book"
"second call",2,"second","call"
"second fastest",2,"second","fastest"
"second home",2,"second","home"
"second later",2,"second","later"
"second lead",2,"second","lead"
"second love",2,"second","love"
"second mile",2,"second","mile"
"second round",2,"second","round"
"second row",2,"second","row"
"second thought",2,"second","thought"
"second three",2,"second","three"
"second turn",2,"second","turn"
"second walk",2,"second","walk"
"second year",2,"second","year"
"secondari school",2,"secondari","school"
"secondhand store",2,"secondhand","store"
"secret want",2,"secret","want"
"section communiti",2,"section","communiti"
"secur benefit",2,"secur","benefit"
"secur council",2,"secur","council"
"secur debt",2,"secur","debt"
"secur forc",2,"secur","forc"
"secur number",2,"secur","number"
"see anybodi",2,"see","anybodi"
"see anyon",2,"see","anyon"
"see beauti",2,"see","beauti"
"see blog",2,"see","blog"
"see clear",2,"see","clear"
"see direct",2,"see","direct"
"see doctor",2,"see","doctor"
"see event",2,"see","event"
"see evid",2,"see","evid"
"see fail",2,"see","fail"
"see get",2,"see","get"
"see glori",2,"see","glori"
"see great",2,"see","great"
"see horrifi",2,"see","horrifi"
"see just",2,"see","just"
"see last",2,"see","last"
"see light",2,"see","light"
"see live",2,"see","live"
"see long",2,"see","long"
"see love",2,"see","love"
"see move",2,"see","move"
"see next",2,"see","next"
"see old",2,"see","old"
"see open",2,"see","open"
"see physic",2,"see","physic"
"see player",2,"see","player"
"see said",2,"see","said"
"see see",2,"see","see"
"see sever",2,"see","sever"
"see size",2,"see","size"
"see sun",2,"see","sun"
"see team",2,"see","team"
"see valu",2,"see","valu"
"see wonder",2,"see","wonder"
"seek jesus",2,"seek","jesus"
"seem enough",2,"seem","enough"
"seem familiar",2,"seem","familiar"
"seem good",2,"seem","good"
"seem pass",2,"seem","pass"
"seem peopl",2,"seem","peopl"
"seem realli",2,"seem","realli"
"seem unlik",2,"seem","unlik"
"seem want",2,"seem","want"
"seem way",2,"seem","way"
"seen collect",2,"seen","collect"
"seen commerci",2,"seen","commerci"
"seen happen",2,"seen","happen"
"seen look",2,"seen","look"
"seen movi",2,"seen","movi"
"seen one",2,"seen","one"
"seen sinc",2,"seen","sinc"
"seen think",2,"seen","think"
"seen year",2,"seen","year"
"seen yet",2,"seen","yet"
"select buyer",2,"select","buyer"
"select one",2,"select","one"
"selena gomez",2,"selena","gomez"
"self esteem",2,"self","esteem"
"selftitl debut",2,"selftitl","debut"
"sell asset",2,"sell","asset"
"sell beer",2,"sell","beer"
"sell ticket",2,"sell","ticket"
"sell us",2,"sell","us"
"sell well",2,"sell","well"
"senat republican",2,"senat","republican"
"senat seat",2,"senat","seat"
"send dm",2,"send","dm"
"send help",2,"send","help"
"send messag",2,"send","messag"
"send one",2,"send","one"
"send peopl",2,"send","peopl"
"send tweet",2,"send","tweet"
"send way",2,"send","way"
"senior citizen",2,"senior","citizen"
"senior lectur",2,"senior","lectur"
"senior open",2,"senior","open"
"senior season",2,"senior","season"
"senior senat",2,"senior","senat"
"senior vice",2,"senior","vice"
"senior year",2,"senior","year"
"sens communiti",2,"sens","communiti"
"sens follow",2,"sens","follow"
"sens howev",2,"sens","howev"
"sens loyalti",2,"sens","loyalti"
"sens place",2,"sens","place"
"sens smell",2,"sens","smell"
"sens world",2,"sens","world"
"sent five",2,"sent","five"
"sent peopl",2,"sent","peopl"
"sentenc guidelin",2,"sentenc","guidelin"
"sentenc hear",2,"sentenc","hear"
"sentenc long",2,"sentenc","long"
"sentenc year",2,"sentenc","year"
"sentiment set",2,"sentiment","set"
"separ meet",2,"separ","meet"
"separ state",2,"separ","state"
"sept u",2,"sept","u"
"septemb th",2,"septemb","th"
"seri call",2,"seri","call"
"seri flyer",2,"seri","flyer"
"seri see",2,"seri","see"
"seri unfortun",2,"seri","unfortun"
"seri will",2,"seri","will"
"serious harm",2,"serious","harm"
"serious ill",2,"serious","ill"
"serious injuri",2,"serious","injuri"
"serious know",2,"serious","know"
"serious question",2,"serious","question"
"serious work",2,"serious","work"
"serv day",2,"serv","day"
"serv immedi",2,"serv","immedi"
"serv interest",2,"serv","interest"
"serv lord",2,"serv","lord"
"serv public",2,"serv","public"
"serv purpos",2,"serv","purpos"
"serv small",2,"serv","small"
"serv us",2,"serv","us"
"serv warm",2,"serv","warm"
"serv well",2,"serv","well"
"servic center",2,"servic","center"
"servic chang",2,"servic","chang"
"servic citi",2,"servic","citi"
"servic desk",2,"servic","desk"
"servic first",2,"servic","first"
"servic give",2,"servic","give"
"servic hope",2,"servic","hope"
"servic llc",2,"servic","llc"
"servic new",2,"servic","new"
"servic resum",2,"servic","resum"
"servic said",2,"servic","said"
"servic target",2,"servic","target"
"servic without",2,"servic","without"
"session can",2,"session","can"
"session time",2,"session","time"
"set begin",2,"set","begin"
"set bless",2,"set","bless"
"set help",2,"set","help"
"set make",2,"set","make"
"set new",2,"set","new"
"set open",2,"set","open"
"set said",2,"set","said"
"set school",2,"set","school"
"set shop",2,"set","shop"
"set temporari",2,"set","temporari"
"set wed",2,"set","wed"
"settl memphi",2,"settl","memphi"
"seven month",2,"seven","month"
"seventh inning",2,"seventh","inning"
"sever case",2,"sever","case"
"sever factor",2,"sever","factor"
"sever hour",2,"sever","hour"
"sever key",2,"sever","key"
"sever major",2,"sever","major"
"sever minut",2,"sever","minut"
"sexual abus",2,"sexual","abus"
"sexual behavior",2,"sexual","behavior"
"sexual orient",2,"sexual","orient"
"sf art",2,"sf","art"
"shade grey",2,"shade","grey"
"shadow mountain",2,"shadow","mountain"
"shall come",2,"shall","come"
"shane ask",2,"shane","ask"
"shang loo",2,"shang","loo"
"shape thing",2,"shape","thing"
"shape think",2,"shape","think"
"shape will",2,"shape","will"
"share birthday",2,"share","birthday"
"share experi",2,"share","experi"
"share love",2,"share","love"
"share pictur",2,"share","pictur"
"share price",2,"share","price"
"share project",2,"share","project"
"share soon",2,"share","soon"
"share stori",2,"share","stori"
"share that",2,"share","that"
"share time",2,"share","time"
"sheet line",2,"sheet","line"
"shelton yearold",2,"shelton","yearold"
"shepard squad",2,"shepard","squad"
"sheriff depart",2,"sheriff","depart"
"sheriff sale",2,"sheriff","sale"
"sherlock holm",2,"sherlock","holm"
"shes also",2,"shes","also"
"shes go",2,"shes","go"
"shes got",2,"shes","got"
"shes happi",2,"shes","happi"
"shes learn",2,"shes","learn"
"shes still",2,"shes","still"
"shift attent",2,"shift","attent"
"shift first",2,"shift","first"
"shinsoo choo",2,"shinsoo","choo"
"ship next",2,"ship","next"
"shirt bv",2,"shirt","bv"
"shoe feet",2,"shoe","feet"
"shoot need",2,"shoot","need"
"shoot occur",2,"shoot","occur"
"shoot peopl",2,"shoot","peopl"
"shoot percent",2,"shoot","percent"
"shoot said",2,"shoot","said"
"shop center",2,"shop","center"
"shop earli",2,"shop","earli"
"shop get",2,"shop","get"
"shop list",2,"shop","list"
"shop pick",2,"shop","pick"
"shop spend",2,"shop","spend"
"shop thrift",2,"shop","thrift"
"shop trip",2,"shop","trip"
"short come",2,"short","come"
"short distanc",2,"short","distanc"
"short fuse",2,"short","fuse"
"short glad",2,"short","glad"
"short memori",2,"short","memori"
"short pm",2,"short","pm"
"short run",2,"short","run"
"short sleev",2,"short","sleev"
"short term",2,"short","term"
"short walk",2,"short","walk"
"short week",2,"short","week"
"shorthand goal",2,"shorthand","goal"
"shot doesnt",2,"shot","doesnt"
"shot next",2,"shot","next"
"shot play",2,"shot","play"
"shot put",2,"shot","put"
